,stt,name,address,lat,lng,reviews,rating,query,city
270,271,Bãi Giữ Xe Phú Hoàng Phát,"Address: 6 Đ. Tân Mỹ, Tân Thuận Tây, Quận 7, Hồ Chí Minh, Vietnam",10.750601,106.7197133,"[""24/7 parking, very large parking lot"", ""delicious coffee""]",4.5,bãi giữ xe máy TP.HCM,Hồ Chí Minh
271,272,Bãi giữ xe máy Block C - Cổng 2,"Address: 364/1a Đ. Phan Văn Trị, Phường 5, Gò Vấp, Hồ Chí Minh 700000, Vietnam",10.8268547,106.6911607,"[""Safe and effective""]",5.0,bãi giữ xe máy TP.HCM,Hồ Chí Minh
272,273,Bãi giữ xe ô tô Sáng Nhỏ,"Address: 202 Đ.Trịnh Đình Trọng, Phú Trung, Tân Phú, Hồ Chí Minh, Vietnam",10.776037,106.641962,"[""Don't keep motorbikes""]",3.7,bãi giữ xe máy TP.HCM,Hồ Chí Minh
273,274,Ky Hoa parking lot,"Address: QMFF+V9P, Phường 12, Quận 10, Hồ Chí Minh, Vietnam",10.7747099,106.6734376,[],5.0,bãi giữ xe máy TP.HCM,Hồ Chí Minh
274,275,Bãi Giữ Xe Minh Quân 2,"Address: 2B, Đường CN6, Phường Sơn Kỳ, Quận Tân Phú, Thành Phố Hồ Chí Minh, Thành Phố Hồ Chí Minh, Sơn Kỳ, Tân Phú, Hồ Chí Minh, Vietnam",10.8084779,106.6106059,[],,bãi giữ xe máy TP.HCM,Hồ Chí Minh
275,276,bãi giữ xe nguyễn xí,"Address: 1 Đ. Nguyễn Xí, Phường 13, Bình Thạnh, Hồ Chí Minh, Vietnam",10.8236465,106.7009205,[],4.3,bãi giữ xe máy TP.HCM,Hồ Chí Minh
276,277,Bãi Giữ Xe Ôtô-Xe Máy,"Address: đồng diều, 2 Đ. Nguyễn Văn Lượng, Khu Dân Cư, Gò Vấp, Hồ Chí Minh, Vietnam",10.8412721,106.6813408,"[""Long-term debt is difficult to collect!""]",2.5,bãi giữ xe máy TP.HCM,Hồ Chí Minh
277,278,Bãi Giữ Xe A Huy,"Address: 278 Lãnh Binh Thăng, Phường 8, Quận 11, Hồ Chí Minh, Vietnam",10.762915,106.6511559,[],5.0,bãi giữ xe máy TP.HCM,Hồ Chí Minh
278,279,Bãi giữ xe Công viên Phú Lâm xe máy - ô tô,"Address: 170 Đ. Kinh Dương Vương, Phường 13, Quận 6, Hồ Chí Minh, Vietnam",10.7476119,106.6240474,"[""Staff has good attitude, reasonable price. Can park 24/24h on Le Tuan Mau street (inside the parking lot)""]",5.0,bãi giữ xe máy TP.HCM,Hồ Chí Minh
279,280,Bãi Giữ Xe - Rửa Xe Kim Hoàn 24/7,"Address: 81 Đ. An Nhơn, Phường 17, Gò Vấp, Hồ Chí Minh 700000, Vietnam",10.8366788,106.6787434,[],5.0,bãi giữ xe máy TP.HCM,Hồ Chí Minh
280,281,Bãi Giữ Xe,"Address: 37 Tây Thạnh, Tân Phú, Hồ Chí Minh, Vietnam",10.8193831,106.6293383,"[""Spacious and airy""]",4.5,bãi giữ xe máy TP.HCM,Hồ Chí Minh
281,282,Bãi đỗ xe 255 Phan Châu Trinh,"Address: 255 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng 550000, Vietnam",16.060387,108.2195292,[],5.0,bãi đỗ xe Đà Nẵng,Đà Nẵng
282,283,Bãi đỗ xe,"Address: 367Q+6RX, Phước Mỹ, Sơn Trà, Đà Nẵng 550000, Vietnam",16.0631182,108.2395943,"[""The parking lot is large, but not cemented. Parking for trucks is okay, but cars are very dirty""]",4.0,bãi đỗ xe Đà Nẵng,Đà Nẵng
283,284,Bãi đỗ xe máy chợ đêm,"Address: 471 Đ. Trần Hưng Đạo, An Hải Trung, Sơn Trà, Đà Nẵng 550000, Vietnam",16.060944,108.2303618,[],5.0,bãi đỗ xe Đà Nẵng,Đà Nẵng
284,285,Bãi đỗ xe,"Address: 36GF+FGJ, Thạch Thang, Hải Châu, Đà Nẵng 550000, Vietnam",16.0762127,108.2237776,[],4.0,bãi đỗ xe Đà Nẵng,Đà Nẵng
285,286,Bãi đỗ xe Núi Thành,"Address: 26XC+WC3, Trần Thị Lý, Bình Thuận, Hải Châu, Đà Nẵng 550000, Vietnam",16.0497557,108.2210455,[],5.0,bãi đỗ xe Đà Nẵng,Đà Nẵng
286,287,Parking lot 4-7 seats,"Address: 22GP+784, Hoà Ninh, Hòa Vang, Đà Nẵng, Vietnam",16.0256254,108.0358437,"[""Sun World occupies large swathes of the Ba Na Hills, just outside the city of Da Nang and about an hour’s drive from Hoi An."", ""There is plenty of space reserved for vehicle parking. There is a lot to explore around the gardens made in the entrance area. There is also a small pound with a beautiful back drop of hills"", ""Free parking for people who go to Ba na hills by scooter, thanks for a parking""]",4.1,bãi đỗ xe Đà Nẵng,Đà Nẵng
287,288,Bãi đỗ xe ô tô,"Address: 68 Thái Phiên, Street, Hải Châu, Đà Nẵng 550000, Vietnam",16.0655693,108.2208555,[],5.0,bãi đỗ xe Đà Nẵng,Đà Nẵng
288,289,Passenger Car Parking,"Address: 472H+4WC, Hoàng Sa, Thọ Quang, Sơn Trà, Đà Nẵng, Vietnam",16.1003066,108.2797537,"[""I fit so many of my cars here voila!"", ""The parking lot is spacious, there is a guide to arrange the cars in rows, according to different types 4-7-16-30-45 very neatly. Can accommodate up to several hundred vehicles on peak days.""]",5.0,bãi đỗ xe Đà Nẵng,Đà Nẵng
289,290,Bãi Đậu xe Mái che Hồ Lộc,"Address: Mỹ Khê 2, Phước Mỹ, Sơn Trà, Đà Nẵng 550000, Vietnam",16.0632367,108.2406341,[],4.9,bãi đỗ xe Đà Nẵng,Đà Nẵng
290,291,Bãi xe Anh Phước,"Address: Đ. Nguyễn Văn Linh, Hòa Thuận Tây, Hải Châu, Đà Nẵng 550000, Vietnam",16.0582417,108.2040602,"[""The parking lot is large, covered and has special parking by the hour/day/month, very convenient for each person's needs. I find the owner here very enthusiastic and kind, very supportive."", ""The parking lot is covered, spacious and cool. The owner is friendly to customers.\nPeople who go on business trips are advised to send their cars overnight"", ""Parking fee 80k/day\nThe parking lot has a roof made of corrugated iron and a net\nThe parking lot has many fixed locations but is not for guests to park, but is …""]",4.6,bãi đỗ xe Đà Nẵng,Đà Nẵng
291,292,Bãi đỗ xe,"Address: 36C5+G7G, Chính Gián, Thanh Khê, Đà Nẵng 550000, Vietnam",16.0713183,108.2082091,[],,bãi đỗ xe Đà Nẵng,Đà Nẵng
292,293,Bãi Giữ Xe Ô Tô,"Address: 196 Đ. Bế Văn Đàn, Chính Gián, Hải Châu, Đà Nẵng 550000, Vietnam",16.06498,108.1954682,[],5.0,bãi đỗ xe Đà Nẵng,Đà Nẵng
293,294,Bãi đỗ xe,"Address: 221 Lý Đạo Thành, An Hải Bắc, Sơn Trà, Đà Nẵng 550000, Vietnam",16.0831784,108.2351026,[],,bãi đỗ xe Đà Nẵng,Đà Nẵng
294,295,Bãi đỗ xe,"Address: 2639+PXP, Hoà Xuân, Cẩm Lệ, Đà Nẵng 550000, Vietnam",16.0043421,108.2199441,[],5.0,bãi đỗ xe Đà Nẵng,Đà Nẵng
295,296,Bãi đỗ xe xóm,"Address: 30 Nguyễn Hàng, Hòa Thọ Đông, Cẩm Lệ, Đà Nẵng 550000, Vietnam",16.0168469,108.2021895,[],5.0,bãi đỗ xe Đà Nẵng,Đà Nẵng
296,297,Bãi đỗ xe,"Address: 366R+X9G, Phước Mỹ, Sơn Trà, Đà Nẵng 550000, Vietnam",16.0624332,108.2409421,[],,bãi đỗ xe Đà Nẵng,Đà Nẵng
297,298,Bãi đỗ xe Bắc Công viên Biển Đông,"Address: 36FW+859, Võ Nguyên Giáp, Phước Mỹ, Sơn Trà, Đà Nẵng 550000, Vietnam",16.0732819,108.2454727,"[""The parking lot is quite large for both motorbikes and cars and is completely free. It is very convenient for everyone to go swimming at Pham Van Dong beach and walk around Bien Dong park. Right next to it are freshwater beaches number 1, …""]",5.0,bãi đỗ xe Đà Nẵng,Đà Nẵng
298,299,Bãi Đỗ Xe Caraven Coffee,"Address: 26 Lý Thường Kiệt, Thạch Thang, Thạch Thang, Hải Châu, Đà Nẵng, Vietnam",16.0800899,108.2195391,"[""Wide beach with full amenities""]",5.0,bãi đỗ xe Đà Nẵng,Đà Nẵng
299,300,Bãi đỗ xe An Hải,"Address: 36QP+4JJ, Nại Hiên Đông, Sơn Trà, Đà Nẵng 550000, Vietnam",16.0878369,108.2365044,[],5.0,bãi đỗ xe Đà Nẵng,Đà Nẵng
300,301,Bãi đỗ xe,"Address: 2623+8PX, Hoà Châu, Hòa Vang, Đà Nẵng 550000, Vietnam",16.0008689,108.2043729,[],,bãi đỗ xe Đà Nẵng,Đà Nẵng
301,302,Văn phòng XanhSM Đà Nẵng,"Address: 265R+2C3, Minh Mạng, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng 550000, Vietnam",16.007424,108.240972,"[""New, spacious, clean""]",5.0,bãi đỗ xe Đà Nẵng,Đà Nẵng
302,303,Bãi Đỗ Xe Công Phúc,"Address: 16 Đà Sơn, Hoà Khánh Nam, Liên Chiểu, Đà Nẵng 550000, Vietnam",16.051935,108.1536799,[],,bãi đỗ xe Đà Nẵng,Đà Nẵng
303,304,Bãi Đỗ Xe ô tô Hầm Chui Đà Nẵng,"Address: 92A Điện Biên Phủ, Chính Gián, Thanh Khê, Đà Nẵng 55000, Vietnam",16.065908,108.200102,"[""Convenient, easy to move""]",5.0,bãi đỗ xe Đà Nẵng,Đà Nẵng
304,305,Bãi đỗ xe Bảo tàng Chăm,"Address: 2 Đ. 2 Tháng 9, Phước Ninh, Hải Châu, Đà Nẵng 550000, Vietnam",16.0602217,108.2236033,[],5.0,bãi đỗ xe Đà Nẵng,Đà Nẵng
305,306,Bãi đỗ xe,"Address: X6W4+GHF, Hoà Châu, Hòa Vang, Đà Nẵng 550000, Vietnam",15.9963123,108.2064123,[],,bãi đỗ xe Đà Nẵng,Đà Nẵng
306,307,Bãi đỗ xe Petrolimex,"Address: Đ. Lê Văn Hiến, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Vietnam",16.0276468,108.2499402,[],,bãi đỗ xe Đà Nẵng,Đà Nẵng
307,308,Bãi xe Phước Tiến,"Address: 88 Võ Văn Kiệt, Phước Mỹ, Sơn Trà, Đà Nẵng 550000, Vietnam",16.0618549,108.239724,[],5.0,bãi đỗ xe Đà Nẵng,Đà Nẵng
308,309,Bãi đỗ xe An Xuân,"Address: 357J+8FQ, Điện Biên Phủ, Thanh Khê Đông, Thanh Khê, Đà Nẵng 550000, Vietnam",16.0633427,108.1812324,[],,bãi đỗ xe Đà Nẵng,Đà Nẵng
309,310,Bãi đỗ xe Trần Hữu Độ,"Address: 26MR+GHX, Trần Hữu Độ, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Vietnam",16.0338677,108.2414695,[],,bãi đỗ xe Đà Nẵng,Đà Nẵng
310,311,Bãi đỗ xe Lotte Mart,"Address: 26PH+5JM, Lotte Mart, Hoà Cường Bắc, Hải Châu, Đà Nẵng, Vietnam",16.0354727,108.2290552,"[""Everything for sale. Especially good and interesting food section.""]",4.5,bãi đỗ xe Đà Nẵng,Đà Nẵng
311,312,"Bãi đỗ xe, cà phê, Bida","Address: 150 Duy Tân, Hòa Thuận Nam, Hải Châu, Đà Nẵng 550000, Vietnam",16.051135,108.205202,[],,bãi đỗ xe Đà Nẵng,Đà Nẵng
312,313,Bãi đỗ xe Chương Dương,"Address: 26GQ+F8X, Chương D., Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Vietnam",16.0262499,108.2383618,"[""The parking lot is very spacious and airy""]",5.0,bãi đỗ xe Đà Nẵng,Đà Nẵng
313,314,Bãi đỗ xe Quang Trung,"Address: 36GF+7G6, Quang Trung, Thạch Thang, Hải Châu, Đà Nẵng 550000, Vietnam",16.0756637,108.2237585,"[""I parked my car in the tennis court parking lot this morning. When I returned, my car was blocked and I could not move it. I had to take a Grabcar move (125.000). I will also have to take a Grabcar to return (125.000). I want you to pay me 250.000 for the Grabcar and another 250.000 for my inconvenience. 500.000.  I am very angry.""]",1.0,bãi đỗ xe Đà Nẵng,Đà Nẵng
314,315,Bãi đỗ xe Chùa Bà Đa,"Address: 26PR+V77, Hoài Thanh, Bắc Mỹ An, Ngũ Hành Sơn, Đà Nẵng, Vietnam",16.0371609,108.2406826,[],,bãi đỗ xe Đà Nẵng,Đà Nẵng
315,316,Bãi đỗ xe Khu di tích K20,"Address: 26CV+R9M, Đ. Nghiêm Xuân Yêm, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Vietnam",16.0220829,108.2434121,[],4.5,bãi đỗ xe Đà Nẵng,Đà Nẵng
316,317,Bãi đậu xe Vân Đồn,"Address: 36QJ+GW9, Nại Hiên Đông, Sơn Trà, Đà Nẵng 550000, Vietnam",16.0887832,108.2323514,"[""Reputation, safety, responsibility""]",5.0,bãi đỗ xe Đà Nẵng,Đà Nẵng
317,318,Bãi đỗ xe,"Address: X6WM+JPF, Võ Chí Công, Hoà Quý, Ngũ Hành Sơn, Đà Nẵng 550000, Vietnam",15.9965537,108.2342842,[],,bãi đỗ xe Đà Nẵng,Đà Nẵng
318,319,Bãi đỗ xe Tổ 1 Cửa Quận Ngũ Hành Sơn,"Address: 2783+F38, Đinh Gia Khánh, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Vietnam",16.0161666,108.2526999,[],,bãi đỗ xe Đà Nẵng,Đà Nẵng
319,320,Bãi đỗ xe Chợ Khuê Mỹ,"Address: 26GX+454, Trần Hoành, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Vietnam",16.0252522,108.2479571,[],,bãi đỗ xe Đà Nẵng,Đà Nẵng
320,321,Parking international terminal,"Address: 3643+H97, Đ. Nguyễn Văn Linh, Hòa Thuận Tây, Hải Châu, Đà Nẵng 550000, Vietnam",16.0564182,108.203423,"[""Beware! Many hustlers here harassing Grab passengers.\n\nThey will demand you cancel your Grab booking and use them instead. When I …"", ""There is grab pick up place at outside building. But it’s different at domestic arrivals and international arrivals.\nDon’t miss it when you call to pick up grab.""]",4.1,bãi đỗ xe Đà Nẵng,Đà Nẵng
321,322,Bãi đỗ xe Nguyễn Tường Phổ,"Address: 357F+GPX, Hoà Minh, Liên Chiểu, Đà Nẵng 550000, Vietnam",16.0638608,108.1743526,[],,bãi đỗ xe Đà Nẵng,Đà Nẵng
322,323,Bãi đỗ xe Container,"Address: 43 Trần Cao Vân, Xuân Hà, Thanh Khê, Đà Nẵng 550000, Vietnam",16.0723998,108.2094389,"[""I booked a train ticket to Hue and arrived an hour early, but the train was delayed for 2 hours. I regret just using the minibus.\nThe scenery passing by is nice, so I'll wait."", ""Container parking lot Da Nang city""]",4.0,bãi đỗ xe Đà Nẵng,Đà Nẵng
323,324,Bãi Giữ Xe Chở Câu,"Address: 37X7+MXV, Thọ Quang, Sơn Trà, Đà Nẵng, Vietnam",16.09925,108.2649237,"[""The squid fishing ground here will be an ideal fishing ground. Anyone who wants to fish for squid against shrimp should contact Mr. Hau"", ""Go squid fishing from here.""]",3.8,bãi đỗ xe Đà Nẵng,Đà Nẵng
324,325,Nhà gửi xe Bến xe trung tâm Đà Nẵng,"Address: Xe Trung Tâm, Bến, Tôn Đức Thắng, Hoà Minh, Cẩm Lệ, Đà Nẵng 550000, Vietnam",16.0564498,108.1728391,"[""My father is old so he doesn't know how to use the automatic ticket machine so he accidentally went past the machine. The ticket issuing staff had a bad attitude and yelled at my father. I was impatient so I ran to help him press the …"", ""The garage has a roof so it is very airy and cool, without fear of sun or rain damaging the car."", ""The parking lot is right in front of the bus station. If you look straight in, you will see instructions on the left side of the gate. Parking is automatic, when you go in, press the red button and you'll get a card and go in to park your …""]",3.8,bãi đỗ xe Đà Nẵng,Đà Nẵng
325,326,Công Ty Cổ Phần Vận Tải Và Quản Lý Bến Xe Đà Nẵng,"Address: 25XF+9W5, Hoà An, Cẩm Lệ, Đà Nẵng 550000, Vietnam",16.0483872,108.1748603,"[""The bus station service is good but there is still a problem with the management of the Van Khoi bus station belonging to the Hai Van bus station, which is very bad. The bus driver's attitude towards customers is to put the wrong seat for a …""]",4.3,bãi đỗ xe Đà Nẵng,Đà Nẵng
326,327,Bãi đỗ xe Nhà hát Trưng Vương,"Address: 369C+F8M, Hùng Vương, Hải Châu, Đà Nẵng 550000, Vietnam",16.0687196,108.2208033,[],2.0,bãi đỗ xe Đà Nẵng,Đà Nẵng
327,328,Bãi đỗ xe Nại Thịnh,"Address: 36QM+7RF, Nại Hiên Đông, Sơn Trà, Đà Nẵng 550000, Vietnam",16.0881846,108.2345397,[],,bãi đỗ xe Đà Nẵng,Đà Nẵng
328,329,Bãi đỗ xe Khuê Mỹ,"Address: 26FX+H39, Kiệt 42, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Vietnam",16.023911,108.2477335,[],,bãi đỗ xe Đà Nẵng,Đà Nẵng
329,330,Bãi đỗ xe Hùng Vương,"Address: 3687+RQ5, Hùng Vương, Hải Châu, Đà Nẵng 550000, Vietnam",16.0670043,108.21447,[],,bãi đỗ xe Đà Nẵng,Đà Nẵng
330,331,Bãi xe Đức Dương,"Address: 305 Nguyễn Hữu Thọ, Hoà Cường Bắc, Hải Châu, Đà Nẵng 550000, Vietnam",16.0402222,108.2108079,[],,bãi đỗ xe Đà Nẵng,Đà Nẵng
331,332,NLT bãi xe,"Address: 3594+4J2, Nguyễn Sinh Sắc, Hoà Khánh Nam, Liên Chiểu, Đà Nẵng 550000, Vietnam",16.0677721,108.1565078,[],5.0,bãi đỗ xe Đà Nẵng,Đà Nẵng
332,333,bãi xe đồng khởi phát,"Address: X6R2+345, Hoà Châu, Hòa Vang, Đà Nẵng 550000, Vietnam",15.9901351,108.2003744,[],,bãi đỗ xe Đà Nẵng,Đà Nẵng
333,334,Bãi đỗ xe Bệnh viện,"Address: 27C2+X74, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Vietnam",16.0223936,108.250703,[],,bãi đỗ xe Đà Nẵng,Đà Nẵng
334,335,Bãi giữ xe Cán bộ,"Address: 35F2+JWP, Hoà Khánh Bắc, Liên Chiểu, Đà Nẵng 550000, Vietnam",16.0740799,108.152313,"[""Garage for officials and teachers at Da Nang University of Science and Technology."", ""Safe parking location""]",4.2,bãi đỗ xe Đà Nẵng,Đà Nẵng
